06041030;27.56
06041025;25.09
06041020;22.23
06041015;20.67
06041010;19.11
06040030;13.39
06040025;12.87
03030010;18.07
03020020;15.34
03020010;12.35
03010010;70.20
03001001;633.62
03240001;8.32
02410001;16.58
02400001;29.32
02310120;108.94
02310110;108.94
02310100;108.94
02310010;61.88
02310005;59.93
02310001;59.93
02302060;97.70
02302055;97.70
02302050;97.70
02302045;97.70
02302040;97.70
02302035;97.70
02302030;97.70
02302025;97.70
02302020;97.70
02302015;97.70
02302010;97.70
02300060;97.70
02300055;97.70
02300050;97.70
02300045;97.70
02300040;97.70
02300035;97.70
02300030;97.70
02300025;97.70
02300020;97.70
02300015;97.70
02300010;97.70
02150001;24.18
02110001;21.58
02040630;254.74
02040620;254.74
02040610;254.74
02040110;198.12
02040100;198.12
02040030;59.48
02040020;175.96
02040001;114.92
02020034;47.97
02020032;47.97
02020030;47.97
02020028;47.97
02020026;47.97
02020024;47.97
02020022;47.97
02020020;47.97
02020018;47.97
02020016;47.97
02020014;28.28
02020012;28.28
02020010;28.28
02020005;20.80
02020003;20.80
02020001;20.80
02010120;206.96
02010110;206.96
02010100;206.96
02001010;27.95
02001005;21.58
02001001;13.26
01110010;3.72
01110001;10.68
01101001;9.12
01100001;9.12
01010010;6.78
06040020;11.96
06040015;10.73
06040010;10.73
03340020;235.14
03340010;157.86
03340001;94.62
03320010;33.93
01010001;18.58
03320001;30.36
03312050;149.50
03312040;73.63
03312030;82.10
03312020;97.83
03312010;59.97
03312001;35.17
03310001;16.97
03300010;68.71
03300005;49.34
03300001;31.79
03250100;60.19
03250010;17.49
03250001;17.49
03230001;120.06
03150010;95.81
03146001;123.50
03145010;453.44
03144010;778.70
03143001;130.16
03142010;211.87
03142001;102.23
03140040;130.00
03140020;87.75
03140001;62.40
03130020;132.60
03130010;59.41
03130001;34.84
03110005;189.80
03110001;54.54
03100001;29.32
03040010;51.87
03040001;27.12